race_id,race_date,venue,grade,distance,c,winners,udist,minp,maxp,status,reason
Q1L_2025-07-09_10,2025-07-09,Q1L,5,331,6,0,4,2,8,FAIL,no_winner
Q1L_2025-07-09_11,2025-07-09,Q1L,5,331,6,1,4,1,8,FAIL,duplicate_positions
Q1L_2025-07-09_2,2025-07-09,Q1L,M,352,6,0,4,2,7,FAIL,no_winner
Q1L_2025-07-09_3,2025-07-09,Q1L,M,352,7,1,5,1,5,FAIL,duplicate_positions
Q1L_2025-07-09_4,2025-07-09,Q1L,5,331,6,0,6,2,8,FAIL,no_winner
Q1L_2025-07-09_5,2025-07-09,Q1L,5,366,5,0,4,2,6,FAIL,no_winner
Q1L_2025-07-09_7,2025-07-09,Q1L,5,350,7,0,4,2,8,FAIL,no_winner
Q1L_2025-07-09_8,2025-07-09,Q1L,3/4,352,5,1,4,1,4,FAIL,duplicate_positions
Q1L_2025-07-09_9,2025-07-09,Q1L,5,300,6,0,4,2,8,FAIL,no_winner
RICH_2025-07-09_1,2025-07-09,RICH,M,450,6,0,3,4,6,FAIL,no_winner
RICH_2025-07-09_10,2025-07-09,RICH,5,400,6,1,5,1,7,FAIL,duplicate_positions
RICH_2025-07-09_11,2025-07-09,RICH,5,320,5,0,3,2,7,FAIL,no_winner
RICH_2025-07-09_12,2025-07-09,RICH,M,320,8,1,6,1,7,FAIL,duplicate_positions
RICH_2025-07-09_3,2025-07-09,RICH,5,520,4,0,3,2,4,FAIL,no_winner
RICH_2025-07-09_4,2025-07-09,RICH,5,515,4,0,4,2,6,FAIL,no_winner
RICH_2025-07-09_5,2025-07-09,RICH,5,520,4,0,3,2,6,FAIL,no_winner
RICH_2025-07-09_6,2025-07-09,RICH,5,622,6,0,4,2,7,FAIL,no_winner
RICH_2025-07-09_7,2025-07-09,RICH,4/5,401,6,1,5,1,7,FAIL,duplicate_positions
RICH_2025-07-09_8,2025-07-09,RICH,5,401,4,1,4,1,7,FAIL,max_out_of_range
ROCK_2025-07-09_1,2025-07-09,ROCK,M,407,4,0,3,2,6,FAIL,no_winner
ROCK_2025-07-09_11,2025-07-09,ROCK,5,407,7,0,4,2,6,FAIL,no_winner
ROCK_2025-07-09_12,2025-07-09,ROCK,M5,407,5,0,4,2,7,FAIL,no_winner
ROCK_2025-07-09_2,2025-07-09,ROCK,M,331,3,0,3,5,8,FAIL,no_winner
ROCK_2025-07-09_4,2025-07-09,ROCK,M,407,6,1,4,1,6,FAIL,duplicate_positions
ROCK_2025-07-09_5,2025-07-09,ROCK,5,407,6,1,5,1,7,FAIL,duplicate_positions
ROCK_2025-07-09_6,2025-07-09,ROCK,4/5,510,5,0,4,2,5,FAIL,no_winner
ROCK_2025-07-09_7,2025-07-09,ROCK,4/5,407,7,1,6,1,8,FAIL,duplicate_positions
ROCK_2025-07-09_8,2025-07-09,ROCK,FFA,407,4,0,4,2,7,FAIL,no_winner
SAL_2025-07-09_1,2025-07-09,SAL,Maiden,435,7,0,6,3,8,FAIL,no_winner
SAL_2025-07-09_10,2025-07-09,SAL,"Tier 3 - Grade 6",435,6,1,5,1,8,FAIL,duplicate_positions
SAL_2025-07-09_11,2025-07-09,SAL,"Grade 5 Heat",400,6,0,4,3,8,FAIL,no_winner
SAL_2025-07-09_2,2025-07-09,SAL,Maiden,400,5,0,3,3,8,FAIL,no_winner
SAL_2025-07-09_3,2025-07-09,SAL,"Tier 3 - Maiden",435,6,0,5,2,8,FAIL,no_winner
SAL_2025-07-09_4,2025-07-09,SAL,"Grade 7",400,5,0,5,2,8,FAIL,no_winner
SAL_2025-07-09_6,2025-07-09,SAL,"Grade 5",435,6,0,4,2,6,FAIL,no_winner
SAL_2025-07-09_7,2025-07-09,SAL,"Tier 3 - Restricted Win",460,3,0,2,3,8,FAIL,no_winner
SAL_2025-07-09_8,2025-07-09,SAL,"Grade 5 T3",460,8,1,6,1,8,FAIL,duplicate_positions
SAL_2025-07-09_9,2025-07-09,SAL,"Grade 7",435,5,1,5,1,8,FAIL,max_out_of_range
TAR_2025-07-09_1,2025-07-09,TAR,M,300,6,0,4,2,8,FAIL,no_winner
TAR_2025-07-09_10,2025-07-09,TAR,5,300,5,0,3,2,6,FAIL,no_winner
TAR_2025-07-09_11,2025-07-09,TAR,5,300,7,0,3,3,7,FAIL,no_winner
TAR_2025-07-09_12,2025-07-09,TAR,5,400,7,1,5,1,7,FAIL,duplicate_positions
TAR_2025-07-09_2,2025-07-09,TAR,MX,525,5,0,4,3,6,FAIL,no_winner
TAR_2025-07-09_3,2025-07-09,TAR,5,300,4,0,3,4,7,FAIL,no_winner
TAR_2025-07-09_4,2025-07-09,TAR,5,300,6,0,5,2,7,FAIL,no_winner
TAR_2025-07-09_5,2025-07-09,TAR,M3,300,6,0,5,2,7,FAIL,no_winner
TAR_2025-07-09_6,2025-07-09,TAR,M3,300,6,1,4,1,4,FAIL,duplicate_positions
TAR_2025-07-09_8,2025-07-09,TAR,NG1-4,300,5,1,4,1,8,FAIL,duplicate_positions
TAR_2025-07-09_9,2025-07-09,TAR,NG1-4,300,5,1,4,1,5,FAIL,duplicate_positions
TEM_2025-07-09_1,2025-07-09,TEM,M,440,4,0,4,2,8,FAIL,no_winner
TEM_2025-07-09_10,2025-07-09,TEM,5,320,7,0,3,4,6,FAIL,no_winner
TEM_2025-07-09_11,2025-07-09,TEM,5,300,7,1,4,1,6,FAIL,duplicate_positions
TEM_2025-07-09_12,2025-07-09,TEM,M,330,6,1,5,1,8,FAIL,duplicate_positions
TEM_2025-07-09_2,2025-07-09,TEM,M,350,7,0,5,3,8,FAIL,no_winner
TEM_2025-07-09_3,2025-07-09,TEM,M2/M3,330,6,1,6,1,8,FAIL,max_out_of_range
TEM_2025-07-09_4,2025-07-09,TEM,NG1-4,330,5,1,5,1,7,FAIL,max_out_of_range
TEM_2025-07-09_5,2025-07-09,TEM,4/5,400,4,0,4,5,8,FAIL,no_winner
TEM_2025-07-09_6,2025-07-09,TEM,5,457,6,1,5,1,7,FAIL,duplicate_positions
TEM_2025-07-09_8,2025-07-09,TEM,5,440,5,1,4,1,6,FAIL,duplicate_positions
TEM_2025-07-09_9,2025-07-09,TEM,5,350,7,1,3,1,4,FAIL,duplicate_positions
AP_K_2025-07-08_1,2025-07-08,AP_K,M,400,3,0,2,2,4,FAIL,no_winner
AP_K_2025-07-08_10,2025-07-08,AP_K,TG1-4W,342,5,0,3,2,6,FAIL,no_winner
AP_K_2025-07-08_3,2025-07-08,AP_K,6,300,6,0,3,2,6,FAIL,no_winner
AP_K_2025-07-08_4,2025-07-08,AP_K,TG5+W,342,6,0,3,4,6,FAIL,no_winner
AP_K_2025-07-08_5,2025-07-08,AP_K,6,400,3,0,3,3,8,FAIL,no_winner
AP_K_2025-07-08_6,2025-07-08,AP_K,TG5+W,342,5,1,5,1,6,FAIL,max_out_of_range
AP_K_2025-07-08_7,2025-07-08,AP_K,TG5+W,342,6,0,3,3,6,FAIL,no_winner
AP_K_2025-07-08_9,2025-07-08,AP_K,6,342,4,0,4,2,6,FAIL,no_winner
BAL_2025-07-08_1,2025-07-08,BAL,"Grade 5",450,7,1,4,1,7,FAIL,duplicate_positions
BAL_2025-07-08_10,2025-07-08,BAL,"Grade 5",425,4,0,3,2,7,FAIL,no_winner
BAL_2025-07-08_11,2025-07-08,BAL,"Grade 5 T3",390,6,0,4,4,8,FAIL,no_winner
BAL_2025-07-08_13,2025-07-08,BAL,"Grade 5",390,5,0,4,2,6,FAIL,no_winner
BAL_2025-07-08_14,2025-07-08,BAL,"Mixed 4/5",390,6,0,6,2,8,FAIL,no_winner
BAL_2025-07-08_2,2025-07-08,BAL,"Grade 5",390,6,0,5,3,8,FAIL,no_winner
BAL_2025-07-08_3,2025-07-08,BAL,"Grade 5 T3",390,4,1,3,1,7,FAIL,duplicate_positions
BAL_2025-07-08_6,2025-07-08,BAL,"Grade 5",450,6,0,5,3,7,FAIL,no_winner
BAL_2025-07-08_7,2025-07-08,BAL,"Grade 5",450,7,0,4,3,6,FAIL,no_winner
BAL_2025-07-08_8,2025-07-08,BAL,"Mixed 4/5",390,7,0,4,2,8,FAIL,no_winner
BAL_2025-07-08_9,2025-07-08,BAL,"Grade 5",425,5,0,4,2,8,FAIL,no_winner
BUL_2025-07-08_1,2025-07-08,BUL,M,365,4,0,3,2,8,FAIL,no_winner
BUL_2025-07-08_10,2025-07-08,BUL,4/5,320,4,0,3,2,6,FAIL,no_winner
BUL_2025-07-08_11,2025-07-08,BUL,5,340,6,1,4,1,7,FAIL,duplicate_positions
BUL_2025-07-08_12,2025-07-08,BUL,5,297,7,0,5,3,8,FAIL,no_winner
BUL_2025-07-08_2,2025-07-08,BUL,M,400,6,0,5,2,6,FAIL,no_winner
BUL_2025-07-08_3,2025-07-08,BUL,M,350,5,0,4,3,8,FAIL,no_winner
BUL_2025-07-08_5,2025-07-08,BUL,M1/M2/M3,324,5,0,2,5,6,FAIL,no_winner
BUL_2025-07-08_7,2025-07-08,BUL,5,400,6,1,5,1,7,FAIL,duplicate_positions
BUL_2025-07-08_8,2025-07-08,BUL,5,350,6,0,4,2,7,FAIL,no_winner
BUL_2025-07-08_9,2025-07-08,BUL,5,330,6,1,5,1,8,FAIL,duplicate_positions
GEE_2025-07-08_1,2025-07-08,GEE,Maiden,400,5,0,3,3,6,FAIL,no_winner
GEE_2025-07-08_11,2025-07-08,GEE,Maiden,400,4,1,4,1,5,FAIL,max_out_of_range
GEE_2025-07-08_12,2025-07-08,GEE,"Tier 3 - Grade 6",350,6,0,5,2,7,FAIL,no_winner
GEE_2025-07-08_13,2025-07-08,GEE,"Grade 5",390,6,1,6,1,7,FAIL,max_out_of_range
GEE_2025-07-08_2,2025-07-08,GEE,Maiden,400,3,0,2,2,7,FAIL,no_winner
GEE_2025-07-08_4,2025-07-08,GEE,Maiden,515,4,0,4,3,7,FAIL,no_winner
GEE_2025-07-08_5,2025-07-08,GEE,"Restricted Win",450,4,0,2,4,5,FAIL,no_winner
GEE_2025-07-08_6,2025-07-08,GEE,Maiden,500,6,0,4,3,6,FAIL,no_winner
GEE_2025-07-08_7,2025-07-08,GEE,"Mixed 6/7 Heat",450,5,0,4,2,6,FAIL,no_winner
GEE_2025-07-08_8,2025-07-08,GEE,"Grade 5 T3",545,7,0,4,2,6,FAIL,no_winner
GEE_2025-07-08_9,2025-07-08,GEE,Maiden,525,4,1,4,1,6,FAIL,max_out_of_range
GRAF_2025-07-08_1,2025-07-08,GRAF,M,350,5,0,4,2,8,FAIL,no_winner
GRAF_2025-07-08_10,2025-07-08,GRAF,5,350,4,0,3,2,6,FAIL,no_winner
GRAF_2025-07-08_2,2025-07-08,GRAF,5,350,4,0,3,2,7,FAIL,no_winner
GRAF_2025-07-08_4,2025-07-08,GRAF,5,400,5,0,3,4,7,FAIL,no_winner
GRAF_2025-07-08_5,2025-07-08,GRAF,4/5,450,5,0,4,4,7,FAIL,no_winner
GRAF_2025-07-08_6,2025-07-08,GRAF,5,350,6,0,4,4,7,FAIL,no_winner
GRAF_2025-07-08_7,2025-07-08,GRAF,4/5,350,4,0,3,2,8,FAIL,no_winner
GRAF_2025-07-08_8,2025-07-08,GRAF,4/5,450,5,0,5,2,8,FAIL,no_winner
GRAF_2025-07-08_9,2025-07-08,GRAF,NG1-4,350,5,1,5,1,7,FAIL,max_out_of_range
HOB_2025-07-08_1,2025-07-08,HOB,6,461,5,0,5,3,8,FAIL,no_winner
HOB_2025-07-08_10,2025-07-08,HOB,MI4/5MA,340,5,1,4,1,8,FAIL,duplicate_positions
HOB_2025-07-08_2,2025-07-08,HOB,5,278,7,0,4,4,8,FAIL,no_winner
HOB_2025-07-08_3,2025-07-08,HOB,4,340,7,0,4,3,7,FAIL,no_winner
HOB_2025-07-08_4,2025-07-08,HOB,MI4/5MA,340,5,0,4,3,7,FAIL,no_winner
HOB_2025-07-08_5,2025-07-08,HOB,5,278,6,0,5,2,8,FAIL,no_winner
HOB_2025-07-08_7,2025-07-08,HOB,5,461,6,1,5,1,8,FAIL,duplicate_positions
HOB_2025-07-08_8,2025-07-08,HOB,BT8,461,7,0,3,3,7,FAIL,no_winner
HOB_2025-07-08_9,2025-07-08,HOB,5,461,6,1,4,1,8,FAIL,duplicate_positions
MAND_2025-07-08_1,2025-07-08,MAND,M,300,7,0,5,2,7,FAIL,no_winner
MAND_2025-07-08_10,2025-07-08,MAND,NOV,300,4,0,2,2,6,FAIL,no_winner
MAND_2025-07-08_11,2025-07-08,MAND,5,488,5,0,5,2,7,FAIL,no_winner
MAND_2025-07-08_2,2025-07-08,MAND,M,400,4,0,2,5,7,FAIL,no_winner
MAND_2025-07-08_3,2025-07-08,MAND,M,400,7,1,4,1,4,FAIL,duplicate_positions
MAND_2025-07-08_4,2025-07-08,MAND,NOV,300,6,1,5,1,8,FAIL,duplicate_positions
MAND_2025-07-08_6,2025-07-08,MAND,4/5,488,7,1,5,1,7,FAIL,duplicate_positions
MAND_2025-07-08_7,2025-07-08,MAND,NOV,520,4,0,4,2,6,FAIL,no_winner
MAND_2025-07-08_8,2025-07-08,MAND,5/6,400,6,1,5,1,6,FAIL,duplicate_positions
MAND_2025-07-08_9,2025-07-08,MAND,5/6,300,6,1,4,1,7,FAIL,duplicate_positions
MURR_2025-07-08_1,2025-07-08,MURR,M,342,4,0,3,2,6,FAIL,no_winner
MURR_2025-07-08_2,2025-07-08,MURR,5,342,4,0,3,3,6,FAIL,no_winner
MURR_2025-07-08_3,2025-07-08,MURR,TG5+W,342,4,0,4,2,6,FAIL,no_winner
MURR_2025-07-08_4,2025-07-08,MURR,6,400,3,0,3,2,7,FAIL,no_winner
MURR_2025-07-08_6,2025-07-08,MURR,6,531,5,1,3,1,4,FAIL,duplicate_positions
MURR_2025-07-08_7,2025-07-08,MURR,TG1-4W,342,6,0,4,2,6,FAIL,no_winner
MURR_2025-07-08_8,2025-07-08,MURR,OPEN,300,4,1,3,1,3,FAIL,duplicate_positions
MURR_2025-07-08_9,2025-07-08,MURR,TG1-4W,342,4,1,3,1,6,FAIL,duplicate_positions
Q1L_2025-07-08_1,2025-07-08,Q1L,M,390,5,0,3,3,6,FAIL,no_winner
Q1L_2025-07-08_10,2025-07-08,Q1L,5,390,7,0,5,2,8,FAIL,no_winner
Q1L_2025-07-08_11,2025-07-08,Q1L,4/5,457,4,0,4,2,8,FAIL,no_winner
Q1L_2025-07-08_2,2025-07-08,Q1L,M,390,4,0,2,5,6,FAIL,no_winner
Q1L_2025-07-08_3,2025-07-08,Q1L,6,457,6,0,3,6,8,FAIL,no_winner
Q1L_2025-07-08_4,2025-07-08,Q1L,6,352,6,0,4,3,6,FAIL,no_winner
Q1L_2025-07-08_5,2025-07-08,Q1L,6,457,6,0,4,2,8,FAIL,no_winner
Q1L_2025-07-08_7,2025-07-08,Q1L,6,390,7,0,5,2,7,FAIL,no_winner
Q1L_2025-07-08_8,2025-07-08,Q1L,5,457,8,1,6,1,8,FAIL,duplicate_positions
Q1L_2025-07-08_9,2025-07-08,Q1L,5,457,6,1,4,1,5,FAIL,duplicate_positions
WOL_2025-07-08_4,2025-07-08,WOL,4/5,520,8,0,5,2,7,FAIL,no_winner
WRGL_2025-07-08_1,2025-07-08,WRGL,Maiden,400,7,1,5,1,8,FAIL,duplicate_positions
WRGL_2025-07-08_10,2025-07-08,WRGL,"Grade 5",400,6,1,4,1,8,FAIL,duplicate_positions
WRGL_2025-07-08_11,2025-07-08,WRGL,"Grade 5",400,4,0,3,3,5,FAIL,no_winner
WRGL_2025-07-08_12,2025-07-08,WRGL,"Grade 5",400,7,0,5,2,6,FAIL,no_winner
WRGL_2025-07-08_2,2025-07-08,WRGL,"Tier 3 - Maiden",460,7,0,5,3,7,FAIL,no_winner
WRGL_2025-07-08_3,2025-07-08,WRGL,"Mixed 6/7",400,6,1,5,1,8,FAIL,duplicate_positions
WRGL_2025-07-08_4,2025-07-08,WRGL,"Mixed 6/7",435,6,1,6,1,7,FAIL,max_out_of_range
WRGL_2025-07-08_5,2025-07-08,WRGL,"Mixed 6/7",460,7,0,5,2,6,FAIL,no_winner
WRGL_2025-07-08_6,2025-07-08,WRGL,"Mixed 4/5",425,7,1,5,1,7,FAIL,duplicate_positions
WRGL_2025-07-08_8,2025-07-08,WRGL,"Grade 5",515,5,0,4,2,5,FAIL,no_winner
WRGL_2025-07-08_9,2025-07-08,WRGL,"Grade 5 T3",350,7,0,3,2,4,FAIL,no_winner
AP_K_2025-07-07_1,2025-07-07,AP_K,M,342,3,0,3,3,7,FAIL,no_winner
AP_K_2025-07-07_10,2025-07-07,AP_K,6,680,4,0,4,2,6,FAIL,no_winner
AP_K_2025-07-07_11,2025-07-07,AP_K,6,342,4,1,4,1,5,FAIL,max_out_of_range
AP_K_2025-07-07_12,2025-07-07,AP_K,SE,531,4,0,4,2,8,FAIL,no_winner
AP_K_2025-07-07_3,2025-07-07,AP_K,6,342,4,1,3,1,3,FAIL,duplicate_positions
AP_K_2025-07-07_4,2025-07-07,AP_K,SE,643,4,0,4,2,8,FAIL,no_winner
AP_K_2025-07-07_5,2025-07-07,AP_K,6,530,4,0,2,2,4,FAIL,no_winner
AP_K_2025-07-07_6,2025-07-07,AP_K,5,342,7,1,4,1,5,FAIL,duplicate_positions
AP_K_2025-07-07_7,2025-07-07,AP_K,3/4,342,6,1,5,1,5,FAIL,duplicate_positions
AP_K_2025-07-07_9,2025-07-07,AP_K,I,400,5,1,4,1,6,FAIL,duplicate_positions
DUB_2025-07-07_1,2025-07-07,DUB,M,400,6,0,4,5,8,FAIL,no_winner
DUB_2025-07-07_10,2025-07-07,DUB,5,330,6,0,3,6,8,FAIL,no_winner
DUB_2025-07-07_3,2025-07-07,DUB,5,400,4,0,4,2,7,FAIL,no_winner
DUB_2025-07-07_4,2025-07-07,DUB,5,400,5,0,2,5,7,FAIL,no_winner
DUB_2025-07-07_5,2025-07-07,DUB,5,340,4,0,4,4,7,FAIL,no_winner
DUB_2025-07-07_6,2025-07-07,DUB,5,340,5,0,4,3,8,FAIL,no_winner
DUB_2025-07-07_7,2025-07-07,DUB,5,330,4,0,4,2,7,FAIL,no_winner
DUB_2025-07-07_8,2025-07-07,DUB,NG1-4,340,7,0,5,4,8,FAIL,no_winner
HOR_2025-07-07_1,2025-07-07,HOR,Maiden,410,4,0,3,3,6,FAIL,no_winner
HOR_2025-07-07_10,2025-07-07,HOR,"Grade 5 Final",390,5,0,3,3,6,FAIL,no_winner
HOR_2025-07-07_11,2025-07-07,HOR,"Grade 5",390,6,1,4,1,8,FAIL,duplicate_positions
HOR_2025-07-07_2,2025-07-07,HOR,"Grade 7",390,4,0,3,2,7,FAIL,no_winner
HOR_2025-07-07_3,2025-07-07,HOR,"Tier 3 - Grade 6",390,4,0,3,2,5,FAIL,no_winner
HOR_2025-07-07_4,2025-07-07,HOR,"Grade 5",450,4,1,2,1,4,FAIL,duplicate_positions
HOR_2025-07-07_5,2025-07-07,HOR,"Grade 5",390,5,1,5,1,8,FAIL,max_out_of_range
HOR_2025-07-07_6,2025-07-07,HOR,"Mixed 4/5",450,5,1,5,1,6,FAIL,max_out_of_range
HOR_2025-07-07_8,2025-07-07,HOR,"Grade 5",485,5,1,4,1,8,FAIL,duplicate_positions
HOR_2025-07-07_9,2025-07-07,HOR,"Grade 5",450,5,1,5,1,7,FAIL,max_out_of_range
LAU_2025-07-07_1,2025-07-07,LAU,6,340,5,0,5,3,8,FAIL,no_winner
LAU_2025-07-07_10,2025-07-07,LAU,5,461,7,1,5,1,6,FAIL,duplicate_positions
LAU_2025-07-07_4,2025-07-07,LAU,4,461,5,1,4,1,5,FAIL,duplicate_positions
LAU_2025-07-07_5,2025-07-07,LAU,5,278,6,0,5,2,8,FAIL,no_winner
LAU_2025-07-07_6,2025-07-07,LAU,FFA,340,6,1,4,1,5,FAIL,duplicate_positions
LAU_2025-07-07_7,2025-07-07,LAU,MI4/5MA,340,4,0,4,3,8,FAIL,no_winner
LAU_2025-07-07_8,2025-07-07,LAU,R/W,515,8,0,5,2,8,FAIL,no_winner
LAU_2025-07-07_9,2025-07-07,LAU,5,278,7,1,5,1,8,FAIL,duplicate_positions
NOR_2025-07-07_1,2025-07-07,NOR,M,300,6,0,4,3,8,FAIL,no_winner
NOR_2025-07-07_10,2025-07-07,NOR,FFA,509,5,0,3,2,6,FAIL,no_winner
NOR_2025-07-07_11,2025-07-07,NOR,FFA,275,5,1,4,1,6,FAIL,duplicate_positions
NOR_2025-07-07_2,2025-07-07,NOR,NOV,297,7,0,5,2,7,FAIL,no_winner
NOR_2025-07-07_3,2025-07-07,NOR,6,297,7,0,6,3,8,FAIL,no_winner
NOR_2025-07-07_4,2025-07-07,NOR,6,300,6,0,5,2,6,FAIL,no_winner
NOR_2025-07-07_5,2025-07-07,NOR,6,297,7,1,5,1,8,FAIL,duplicate_positions
NOR_2025-07-07_6,2025-07-07,NOR,FFA,509,5,0,4,2,8,FAIL,no_winner
NOR_2025-07-07_8,2025-07-07,NOR,6,509,5,1,4,1,6,FAIL,duplicate_positions
NOR_2025-07-07_9,2025-07-07,NOR,5,509,6,1,5,1,7,FAIL,duplicate_positions
NOW_2025-07-07_1,2025-07-07,NOW,M,365,3,0,3,2,8,FAIL,no_winner
NOW_2025-07-07_10,2025-07-07,NOW,5,520,6,1,4,1,5,FAIL,duplicate_positions
NOW_2025-07-07_11,2025-07-07,NOW,5,297,6,0,5,2,8,FAIL,no_winner
NOW_2025-07-07_2,2025-07-07,NOW,M,365,5,0,5,3,8,FAIL,no_winner
NOW_2025-07-07_3,2025-07-07,NOW,M,365,5,0,5,2,6,FAIL,no_winner
NOW_2025-07-07_4,2025-07-07,NOW,5,297,6,0,5,2,8,FAIL,no_winner
NOW_2025-07-07_5,2025-07-07,NOW,5,297,7,0,4,3,6,FAIL,no_winner
NOW_2025-07-07_7,2025-07-07,NOW,5,520,6,1,4,1,5,FAIL,duplicate_positions
NOW_2025-07-07_8,2025-07-07,NOW,5,365,3,1,3,1,7,FAIL,max_out_of_range
NOW_2025-07-07_9,2025-07-07,NOW,NG1-4,365,5,1,5,1,8,FAIL,max_out_of_range
SAN_2025-07-07_10,2025-07-07,SAN,"Mixed 6/7",400,6,0,4,3,6,FAIL,no_winner
SAN_2025-07-07_11,2025-07-07,SAN,"Grade 5 Tier 3 Heat",515,6,1,5,1,6,FAIL,duplicate_positions
SAN_2025-07-07_12,2025-07-07,SAN,"Grade 5 No Penalty",515,7,0,5,2,7,FAIL,no_winner
SAN_2025-07-07_2,2025-07-07,SAN,"Maiden Heat",460,6,0,3,2,5,FAIL,no_winner
SAN_2025-07-07_3,2025-07-07,SAN,Maiden,515,6,1,5,1,6,FAIL,duplicate_positions
SAN_2025-07-07_4,2025-07-07,SAN,"Restricted Win",600,4,0,4,3,8,FAIL,no_winner
SAN_2025-07-07_5,2025-07-07,SAN,"Grade 5 Tier 3 Heat",515,7,1,3,1,6,FAIL,duplicate_positions
SAN_2025-07-07_6,2025-07-07,SAN,"Grade 5 Tier 3 Heat",515,6,1,5,1,5,FAIL,duplicate_positions
SAN_2025-07-07_7,2025-07-07,SAN,"Mixed 6/7",460,4,1,4,1,6,FAIL,max_out_of_range
SAN_2025-07-07_9,2025-07-07,SAN,"Restricted Win",595,5,1,4,1,6,FAIL,duplicate_positions
SHEP_2025-07-07_1,2025-07-07,SHEP,Maiden,390,6,0,4,2,5,FAIL,no_winner
SHEP_2025-07-07_11,2025-07-07,SHEP,"Grade 5",390,7,1,5,1,6,FAIL,duplicate_positions
SHEP_2025-07-07_12,2025-07-07,SHEP,5,400,6,1,5,1,7,FAIL,duplicate_positions
SHEP_2025-07-07_13,2025-07-07,SHEP,"Mixed 6/7",390,6,1,5,1,8,FAIL,duplicate_positions
SHEP_2025-07-07_2,2025-07-07,SHEP,Maiden,525,3,0,2,3,6,FAIL,no_winner
SHEP_2025-07-07_4,2025-07-07,SHEP,"Grade 5 T3",525,4,1,4,1,7,FAIL,max_out_of_range
SHEP_2025-07-07_5,2025-07-07,SHEP,"Grade 5",460,5,0,5,2,6,FAIL,no_winner
SHEP_2025-07-07_6,2025-07-07,SHEP,"Grade 5",450,7,1,3,1,3,FAIL,duplicate_positions
SHEP_2025-07-07_7,2025-07-07,SHEP,"Grade 5 Heat",450,6,1,5,1,6,FAIL,duplicate_positions
SHEP_2025-07-07_8,2025-07-07,SHEP,"Grade 5",425,7,1,4,1,7,FAIL,duplicate_positions
SHEP_2025-07-07_9,2025-07-07,SHEP,"Mixed 6/7",450,5,0,3,2,5,FAIL,no_winner
WAR_2025-07-07_1,2025-07-07,WAR,Maiden,390,5,0,3,4,7,FAIL,no_winner
WAR_2025-07-07_10,2025-07-07,WAR,TG1-4W,400,6,0,3,2,4,FAIL,no_winner
WAR_2025-07-07_11,2025-07-07,WAR,"Grade 7",390,5,1,5,1,8,FAIL,max_out_of_range
WAR_2025-07-07_13,2025-07-07,WAR,"Grade 5",390,5,0,5,4,8,FAIL,no_winner
WAR_2025-07-07_2,2025-07-07,WAR,"Tier 3 - Maiden",390,5,0,3,4,7,FAIL,no_winner
WAR_2025-07-07_3,2025-07-07,WAR,"Tier 3 - Maiden",450,7,0,6,2,8,FAIL,no_winner
WAR_2025-07-07_4,2025-07-07,WAR,"Mixed 6/7",390,6,0,4,4,8,FAIL,no_winner
WAR_2025-07-07_6,2025-07-07,WAR,"Grade 5 T3",390,4,0,3,3,8,FAIL,no_winner
WAR_2025-07-07_7,2025-07-07,WAR,"Tier 3 - Restricted Win",425,5,0,5,2,8,FAIL,no_winner
WAR_2025-07-07_8,2025-07-07,WAR,"Grade 5 T3",525,6,1,4,1,4,FAIL,duplicate_positions
WAR_2025-07-07_9,2025-07-07,WAR,"Mixed 6/7",390,5,1,4,1,6,FAIL,duplicate_positions
APWE_2025-07-06_1,2025-07-06,APWE,M,395,3,0,2,2,5,FAIL,no_winner
APWE_2025-07-06_10,2025-07-06,APWE,6,331,6,1,5,1,8,FAIL,duplicate_positions
APWE_2025-07-06_11,2025-07-06,APWE,6,331,7,1,6,1,6,FAIL,duplicate_positions
APWE_2025-07-06_12,2025-07-06,APWE,FFA,331,5,1,5,1,8,FAIL,max_out_of_range
APWE_2025-07-06_2,2025-07-06,APWE,M,331,6,0,4,3,7,FAIL,no_winner
APWE_2025-07-06_3,2025-07-06,APWE,6,331,7,1,6,1,8,FAIL,duplicate_positions
APWE_2025-07-06_4,2025-07-06,APWE,M,331,8,1,6,1,8,FAIL,duplicate_positions
APWE_2025-07-06_5,2025-07-06,APWE,5,331,8,1,5,1,6,FAIL,duplicate_positions
APWE_2025-07-06_6,2025-07-06,APWE,5,352,7,0,4,3,7,FAIL,no_winner
APWE_2025-07-06_8,2025-07-06,APWE,FFA,331,7,0,6,2,8,FAIL,no_winner
APWE_2025-07-06_9,2025-07-06,APWE,5,331,7,1,6,1,7,FAIL,duplicate_positions
AP_K_2025-07-06_6,2025-07-06,AP_K,5,455,5,1,4,1,7,FAIL,duplicate_positions
AP_K_2025-07-06_7,2025-07-06,AP_K,6,350,4,0,3,3,7,FAIL,no_winner
BH_2025-07-06_1,2025-07-06,BH,TG1-4W,342,6,1,5,1,7,FAIL,duplicate_positions
BH_2025-07-06_3,2025-07-06,BH,5,525,3,0,3,2,6,FAIL,no_winner
BH_2025-07-06_4,2025-07-06,BH,NG1-4,525,5,1,3,1,5,FAIL,duplicate_positions
BH_2025-07-06_6,2025-07-06,BH,5,375,4,0,4,2,7,FAIL,no_winner
BH_2025-07-06_7,2025-07-06,BH,5,375,5,0,4,3,6,FAIL,no_winner
BH_2025-07-06_8,2025-07-06,BH,5,375,5,0,5,2,6,FAIL,no_winner
CAP_2025-07-06_1,2025-07-06,CAP,M,366,6,0,5,4,8,FAIL,no_winner
