Dog Name,Sex,PLC,BOX,WGT,DIST,DATE,TRACK,G,TIME,WIN,BON,1 SEC,MGN,W/2G,PIR,SP,day_of_week,month,track_code
3. PAW ZENITH,D,2,3,32.2,525,2025-06-18,MEA,Maiden Heat,30.622,30.385,29.967,5.4045,3.75,MEASUREMENT,2,6.5,Wednesday,June,MEA
4. CARDS NIGHT,B,7,8,28.3,425,2025-07-02,BEN,Maiden,25.366,24.939,24.131,5.4045,6.5,BERRINGA BLACK,7,15.0,Wednesday,July,BEN
4. CARDS NIGHT,B,8,3,28.0,425,2025-06-27,BEN,Maiden,25.69,24.007,23.682,6.881,25.25,PAR EXCELLENCE,8,21.0,Friday,June,BEN
4. CARDS NIGHT,B,6,8,28.0,425,2025-06-20,BEN,Maiden,25.023,24.12,23.851,6.881,13.5,GUNAI HONCHO,6,8.0,Friday,June,BEN
5. RINGSTED,D,6,3,30.7,390,2025-07-14,SHE,Maiden,23.391,22.393,21.935,6.881,15.0,ROYAL RUPEE,6,15.0,Monday,July,SHE
5. RINGSTED,D,7,5,30.9,390,2025-06-30,SHE,Maiden,23.432,22.287,21.894,9.0825,17.25,FEDERAL PLAYER,7,5.0,Monday,June,SHE
6. OUT TO STAGGER,B,7,8,27.6,600,2024-12-18,MEA,Restricted Win,36.082,35.579,34.592,9.7425,7.75,SPEEDY BEAR,7,6.0,Wednesday,December,MEA
6. OUT TO STAGGER,B,7,9,27.6,680,2024-12-06,GEE,Restricted Win,40.087,39.039,39.039,9.7425,15.75,ROMANTIC RED,7,99.0,Friday,December,GEE
6. OUT TO STAGGER,B,4,2,26.7,715,2024-10-21,SAN,Restricted Win,42.908,42.324,42.324,6.52,8.75,LIVEABLE,4,98.7,Monday,October,SAN
6. OUT TO STAGGER,B,6,5,27.0,595,2024-09-30,SAN,Restricted Win,36.345,35.142,33.986,10.4125,18.0,CAPTAIN KATIE,6,18.2,Monday,September,SAN
6. OUT TO STAGGER,B,5,8,27.2,595,2024-09-23,SAN,Restricted Win,35.311,34.752,34.192,9.61,8.5,PAW QUINBY,5,179.3,Monday,September,SAN
7. South Grange,B,8,1,28.1,390,2025-05-21,BAL,Tier 3 - Maiden,23.555,22.487,22.37,9.61,16.0,ASTON SUSHI,8,14.0,Wednesday,May,BAL
7. South Grange,B,2,8,27.9,390,2025-05-05,BAL,Tier 3 - Maiden,23.172,23.024,22.2,9.61,2.25,COOL APPLES,2,2.8,Monday,May,BAL
7. South Grange,B,4,1,27.9,390,2025-04-28,WAR,Maiden,22.814,22.456,22.137,9.61,5.5,QUARTIC FUNCTION,4,3.6,Monday,April,WAR
7. South Grange,B,5,7,27.6,390,2025-04-24,SHE,Maiden,22.911,22.79,22.158,9.61,2.0,OLYMPIA ONYX,5,15.0,Thursday,April,SHE
7. South Grange,B,5,3,28.1,390,2025-04-14,BAL,Tier 3 - Maiden,23.356,22.6,22.338,8.765,11.5,SEEK TO FLY,5,7.5,Monday,April,BAL
8. GREEN SHOOTS,B,6,8,27.3,400,2025-07-18,GEE,Maiden,23.157,22.763,22.536,8.79775,6.0,KAREN STRATUS,6,12.0,Friday,July,GEE
8. GREEN SHOOTS,B,3,1,27.1,400,2025-07-11,GEE,Maiden,22.935,22.447,22.258,8.6,7.5,FLYING INTENTION,3,10.0,Friday,July,GEE
8. GREEN SHOOTS,B,4,8,27.5,390,2025-06-30,BAL,Tier 3 - Maiden,22.9,22.581,22.223,8.83375,5.0,PAW BASTOW,4,2.2,Monday,June,BAL
8. GREEN SHOOTS,B,2,5,27.6,390,2025-06-26,SHE,Maiden,22.374,22.322,22.316,8.83375,1.0,POWDER DRY,2,4.4,Thursday,June,SHE
8. GREEN SHOOTS,B,2,3,27.5,390,2025-06-19,SHE,Maiden,22.594,22.58,22.231,8.83375,0.25,MAGIC BOOM,2,3.0,Thursday,June,SHE
9. IN THE SNOW,D,5,5,33.5,390,2025-07-17,SHE,Maiden,23.432,22.797,22.297,9.0575,9.5,BANGKOK BEAUTY,5,31.0,Thursday,July,SHE
9. IN THE SNOW,D,7,5,32.9,300,2025-07-09,HEA,Maiden,17.705,17.471,16.831,4.0675,3.5,ECCENTRIC MONA,7,16.0,Wednesday,July,HEA
9. IN THE SNOW,D,8,2,33.3,300,2025-07-04,HEA,Tier 3 - Maiden,17.814,17.046,16.715,4.2335,11.5,WE GOT LUCKY,8,26.0,Friday,July,HEA
9. IN THE SNOW,D,7,7,33.2,390,2025-06-30,BAL,Tier 3 - Maiden,24.03,22.44,22.223,8.8485,23.75,INTRIGUE,7,12.0,Monday,June,BAL
9. IN THE SNOW,D,8,3,33.0,390,2025-06-26,SHE,Maiden,23.851,22.322,22.316,8.8485,23.0,POWDER DRY,8,26.0,Thursday,June,SHE
10. FILL THE TANK,D,2,2,28.8,390,2025-07-01,BAL,Restricted Win,22.935,22.517,22.08,8.695,6.25,PUNITIVE,2,16.0,Tuesday,July,BAL
10. FILL THE TANK,D,6,7,29.1,390,2025-06-16,BAL,Tier 3 - Maiden,23.992,22.732,22.501,9.105,19.0,RED HOT PRETTY,6,7.5,Monday,June,BAL
10. FILL THE TANK,D,8,7,29.2,390,2025-06-09,BAL,Tier 3 - Maiden,23.962,22.9,22.404,9.105,16.0,MICK SWAGGER,8,10.0,Monday,June,BAL
10. FILL THE TANK,D,6,8,29.7,390,2025-05-26,BAL,Tier 3 - Maiden,23.139,22.492,22.296,8.96,9.75,PENNY'S LEGACY,6,3.6,Monday,May,BAL
10. FILL THE TANK,D,7,3,29.4,300,2025-02-25,HEA,Maiden,17.539,17.07,16.764,8.96,7.0,JUMBUK ARET,7,3.4,Tuesday,February,HEA
