Dog Name,Sex,PLC,BOX,WGT,DIST,DATE,TRACK,G,TIME,WIN,BON,1 SEC,MGN,W/2G,PIR,SP,day_of_week,month,track_code
6. COPPER RUSH,D,2,1,31.1,730,2025-07-19,MEA,S/E Heat,43.135,42.738,42.738,9.3275,6.0,WITHOUT A TRACE,2,12.0,Saturday,July,MEA
6. COPPER RUSH,D,1,2,31.1,730,2025-07-12,MEA,Mixed 4/5,43.045,43.045,43.045,4.87,2.25,IF ONLY,1,14.0,Saturday,July,MEA
6. COPPER RUSH,D,8,7,31.6,660,2025-07-04,BEN,Mixed 4/5 Final,38.662,38.019,38.019,4.87,9.75,FLYING PROUD,8,12.0,Friday,July,BEN
6. COPPER RUSH,D,3,5,31.6,660,2025-06-27,BEN,Mixed 4/5 Heat,38.246,38.168,37.815,4.25,1.25,SPENCER,3,2.8,Friday,June,BEN
6. COPPER RUSH,D,3,7,31.5,600,2025-06-21,MEA,Grade 5,34.725,34.69,34.69,9.1625,0.75,FLED THE SCENE,3,8.5,Saturday,June,MEA
7. PANAMA RHODE,B,3,8,31.0,730,2025-07-19,MEA,S/E Heat,43.202,42.738,42.738,9.1625,7.0,WITHOUT A TRACE,3,3.6,Saturday,July,MEA
7. PANAMA RHODE,B,1,5,30.9,595,2025-07-10,SAN,Grade 5,34.308,34.308,33.887,9.1625,2.0,URANA COBALT,1,2.2,Thursday,July,SAN
7. PANAMA RHODE,B,1,6,30.9,680,2025-07-04,GEE,Grade 5,38.924,38.924,38.924,9.1625,5.75,SCOTCH TIME,1,1.9,Friday,July,GEE
7. PANAMA RHODE,B,4,4,30.9,595,2025-06-19,SAN,Mixed 3/4,34.458,34.193,34.108,9.1625,4.0,PAW YASMIN,4,3.5,Thursday,June,SAN
7. PANAMA RHODE,B,3,3,31.0,680,2025-06-13,GEE,Group Listed,39.343,38.981,38.826,9.1625,5.5,ETHANOL WATER,3,4.2,Friday,June,GEE
8. LANFRANCO,D,1,5,31.4,730,2025-07-19,MEA,S/E Heat,42.912,42.912,42.738,9.1625,0.75,FADE TO BLACK,1,2.8,Saturday,July,MEA
8. LANFRANCO,D,1,4,31.3,730,2025-07-09,MEA,Special Event,43.007,43.007,43.007,5.05175,4.5,SCOTCH TIME,1,1.7,Wednesday,July,MEA
8. LANFRANCO,D,2,6,31.2,525,2025-06-28,MEA,Mixed 3/4,29.879,29.843,29.843,5.267,0.75,Field Day,2,4.6,Saturday,June,MEA
8. LANFRANCO,D,1,1,31.5,600,2025-06-21,MEA,Mixed 3/4,34.934,34.934,34.69,9.195,3.5,TULLY LUNA,1,2.0,Saturday,June,MEA
8. LANFRANCO,D,4,8,31.5,680,2025-06-13,GEE,Group Listed,39.467,38.981,38.826,9.195,7.5,ETHANOL WATER,4,3.2,Friday,June,GEE
9. HENRY INTENTION,D,3,4,38.0,730,2025-07-19,MEA,S/E Heat,43.432,43.167,42.738,9.195,4.0,ELLA'S BABE,3,7.0,Saturday,July,MEA
9. HENRY INTENTION,D,1,8,38.0,595,2025-06-23,SAN,Mixed 4/5,34.473,34.473,34.459,9.195,4.0,ASCEND ECSTATIC,1,5.0,Monday,June,SAN
9. HENRY INTENTION,D,4,3,37.8,595,2025-06-16,SAN,Mixed 4/5,34.736,34.49,34.49,9.195,3.75,QUEEN KIMETTO,4,1.8,Monday,June,SAN
9. HENRY INTENTION,D,1,7,37.8,715,2025-06-05,SAN,Mixed 4/5,42.218,42.218,42.218,9.195,2.25,Sephora Bale,1,1.9,Thursday,June,SAN
9. HENRY INTENTION,D,1,4,37.9,715,2025-05-29,SAN,Grade 5,42.143,42.143,42.143,9.195,6.0,NEW HEIGHTS,1,3.4,Thursday,May,SAN
10. FLYING PROUD,B,4,4,27.3,730,2025-07-19,MEA,S/E Heat,43.124,42.912,42.738,9.195,3.25,LANFRANCO,4,16.0,Saturday,July,MEA
10. FLYING PROUD,B,4,7,27.1,600,2025-07-09,MEA,Mixed 4/5,35.09,34.795,34.795,9.397,4.5,PAW XANTIPPE,4,10.0,Wednesday,July,MEA
10. FLYING PROUD,B,1,8,27.0,660,2025-07-04,BEN,Mixed 4/5 Final,38.019,38.019,38.019,9.397,0.25,ENGELKE ROAD,1,6.0,Friday,July,BEN
10. FLYING PROUD,B,2,7,27.0,660,2025-06-27,BEN,Mixed 4/5 Heat,38.174,38.168,37.815,4.362,0.25,SPENCER,2,3.4,Friday,June,BEN
10. FLYING PROUD,B,1,3,26.7,640,2025-06-22,SAL,Restricted Win,36.7,36.7,36.625,4.362,2.25,FAST KNOCKDOWN,1,3.6,Sunday,June,SAL
