Dog Name,Sex,PLC,BOX,WGT,DIST,DATE,TRACK,G,TIME,WIN,BON,1 SEC,MGN,W/2G,PIR,SP,day_of_week,month,track_code
4. Mr. Flash,D,4,2,34.3,390,2025-05-21,BAL,Grade 5 T3,22.875,22.426,22.37,8.8525,6.75,MORAINE MIA,4,6.0,Wednesday,May,BAL
4. Mr. Flash,D,5,7,34.2,425,2025-05-17,BEN,Grade 5,24.776,24.418,24.291,8.8525,5.5,SHAKA GOES BANG,5,5.0,Saturday,May,BEN
5. SHIMA HARLEY,D,6,6,32.6,390,2025-06-14,BAL,Grade 5,23.042,22.728,22.504,8.895,4.75,TWO BAYS,6,4.2,Saturday,June,BAL
5. SHIMA HARLEY,D,3,8,32.4,390,2025-06-09,WAR,Grade 5,22.718,22.51,22.309,8.895,3.25,Lektra Damian,3,15.0,Monday,June,WAR
5. SHIMA HARLEY,D,8,3,31.9,390,2025-04-08,BAL,Grade 5 T3,23.345,22.306,22.251,8.895,15.75,DECORATED,8,12.0,Tuesday,April,BAL
5. SHIMA HARLEY,D,8,7,32.8,425,2025-03-05,BEN,Grade 5,25.009,24.182,23.826,8.895,12.5,Hard Style Robbo,8,21.0,Wednesday,March,BEN
5. SHIMA HARLEY,D,7,1,32.8,425,2025-01-25,BEN,Grade 5,24.888,24.137,23.863,8.895,11.25,SILVER MACHINE,7,10.0,Saturday,January,BEN
6. JERSEY JET,B,5,6,25.7,390,2025-06-16,BAL,Grade 5 T3,23.06,22.832,22.501,8.89425,3.5,MORE BOOST RICO,5,8.0,Monday,June,BAL
6. JERSEY JET,B,4,6,25.8,390,2025-06-02,SHE,Grade 5 T3,22.726,22.463,21.941,8.7445,4.0,Wandana Lad,4,2.8,Monday,June,SHE
6. JERSEY JET,B,1,6,25.8,400,2025-05-27,GEE,Grade 5,23.064,23.064,22.655,8.55,5.5,ROCKET SUSIE,1,4.4,Tuesday,May,GEE
6. JERSEY JET,B,3,1,25.5,400,2025-05-20,GEE,Grade 5,23.225,22.835,22.643,8.76675,6.0,KRAKEN HOOK,3,5.5,Tuesday,May,GEE
6. JERSEY JET,B,6,4,25.9,300,2025-04-29,HEA,Grade 5,17.622,17.294,17.033,4.0535,5.0,Silent Whisper,6,8.0,Tuesday,April,HEA
7. Astute Queen,B,6,1,28.5,390,2025-06-25,BAL,Grade 5,22.972,22.527,22.226,4.0535,6.75,IDRON BALE,6,16.0,Wednesday,June,BAL
7. Astute Queen,B,6,7,28.5,460,2025-06-17,WAR,S/E Veteran,26.649,26.471,25.776,6.89125,2.75,Mick Says So,6,10.0,Tuesday,June,WAR
7. Astute Queen,B,2,1,28.6,400,2025-06-12,WAR,Grade 5 T3,23.208,22.868,22.617,8.6325,5.25,SOCKS AND SLIDES,2,12.0,Thursday,June,WAR
7. Astute Queen,B,4,4,28.8,400,2025-06-06,WAR,Grade 5 Non Penalty Heat,23.217,23.05,22.382,8.8545,2.5,ROSE OPAL,4,16.0,Friday,June,WAR
7. Astute Queen,B,5,8,28.8,400,2025-06-03,WAR,Grade 5,23.542,23.2,22.492,8.8545,5.25,PANAMA STORM,5,14.0,Tuesday,June,WAR
8. Cashed Out,B,7,1,30.2,350,2025-06-13,HEA,Grade 5 T3,20.225,19.633,19.474,6.87,9.0,REDGUM WARS,7,3.2,Friday,June,HEA
8. Cashed Out,B,4,7,30.0,390,2025-06-02,BAL,Grade 5 T3,22.603,22.348,22.106,8.58,4.0,Waterloo Boy,4,16.0,Monday,June,BAL
8. Cashed Out,B,7,5,30.0,350,2025-05-30,HEA,Grade 5 T3,20.199,19.867,19.712,6.8415,5.0,Blame Spencer,7,6.5,Friday,May,HEA
8. Cashed Out,B,5,2,30.4,350,2025-05-04,HEA,Grade 5,19.5544,19.4133,18.907,6.67175,2.25,SAILPLANE,5,15.0,Sunday,May,HEA
8. Cashed Out,B,4,3,30.4,350,2025-04-06,HEA,Grade 5,19.593,19.309,18.917,6.63675,4.25,SAXON KELTON,4,4.4,Sunday,April,HEA
9. SMOKIN' GRACIE,B,6,5,28.8,425,2025-06-25,BEN,Grade 5 T3,25.026,24.521,24.085,6.851,7.75,TORNADO JACK,6,16.0,Wednesday,June,BEN
9. SMOKIN' GRACIE,B,6,6,28.5,425,2025-06-21,BEN,Grade 5,24.955,24.24,24.051,6.851,10.75,SPOILER ALERT,6,15.0,Saturday,June,BEN
9. SMOKIN' GRACIE,B,7,6,28.9,425,2025-06-18,BEN,Grade 5 T3,25.303,24.879,24.139,6.851,6.5,KING PLUM,7,10.0,Wednesday,June,BEN
9. SMOKIN' GRACIE,B,1,5,28.1,425,2025-06-11,BEN,Grade 5 T3,24.64,24.64,24.174,6.851,0.25,SOLID GROUND,1,8.0,Wednesday,June,BEN
9. SMOKIN' GRACIE,B,7,5,28.5,410,2025-06-03,HOR,Grade 5,24.257,23.608,23.326,10.7325,9.75,LEKTRA LYANNA,7,6.0,Tuesday,June,HOR
10. TROPIC MAN,D,6,5,39.8,390,2025-06-23,BAL,Grade 5 T3,23.249,22.81,22.401,8.8775,6.75,SPECIAL PLAYERS,6,6.0,Monday,June,BAL
10. TROPIC MAN,D,5,1,39.8,390,2025-06-16,BAL,Grade 5 T3,23.305,22.786,22.501,8.715,7.75,Magpie Harry,5,9.0,Monday,June,BAL
10. TROPIC MAN,D,6,7,39.5,390,2025-05-26,SHE,Grade 5,23.049,22.515,21.908,8.715,8.0,AYIA THE SLAYER,6,4.2,Monday,May,SHE
10. TROPIC MAN,D,4,6,39.7,390,2025-05-12,BAL,Grade 5 T3,22.426,22.305,22.275,8.4,2.0,BINGO DASH,4,4.0,Monday,May,BAL
10. TROPIC MAN,D,4,3,39.9,390,2025-05-05,SHE,Grade 5,22.755,22.304,22.109,8.77,6.75,BELSAR,4,8.5,Monday,May,SHE
